"","iso2c","country","internet_users","year","iso3c","region","capital","longitude","latitude","income","lending"
"9704","OM","Oman",76.84539047,2016,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9705","OM","Oman",73.53,2015,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9706","OM","Oman",70.22,2014,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9707","OM","Oman",66.45,2013,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9708","OM","Oman",60,2012,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9709","OM","Oman",48,2011,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9710","OM","Oman",35.8278,2010,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9711","OM","Oman",26.8,2009,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9712","OM","Oman",20,2008,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9713","OM","Oman",16.68,2007,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9714","OM","Oman",8.299716673,2006,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9715","OM","Oman",6.68358142,2005,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9716","OM","Oman",6.75885217,2004,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9717","OM","Oman",7.255742945,2003,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9718","OM","Oman",6.873396039,2002,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9719","OM","Oman",5.893841521,2001,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9720","OM","Oman",3.520421417,2000,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9721","OM","Oman",2.515665987,1999,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9722","OM","Oman",0.862725306,1998,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9723","OM","Oman",0.439792805,1997,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9724","OM","Oman",0,1996,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9725","OM","Oman",0,1995,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9726","OM","Oman",0,1994,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9727","OM","Oman",0,1993,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9728","OM","Oman",0,1992,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9729","OM","Oman",0,1991,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9730","OM","Oman",0,1990,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9731","OM","Oman",NA,1989,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9732","OM","Oman",NA,1988,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9733","OM","Oman",NA,1987,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9734","OM","Oman",NA,1986,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9735","OM","Oman",NA,1985,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9736","OM","Oman",NA,1984,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9737","OM","Oman",NA,1983,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9738","OM","Oman",NA,1982,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9739","OM","Oman",NA,1981,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9740","OM","Oman",NA,1980,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9741","OM","Oman",NA,1979,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9742","OM","Oman",NA,1978,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9743","OM","Oman",NA,1977,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9744","OM","Oman",NA,1976,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9745","OM","Oman",NA,1975,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9746","OM","Oman",NA,1974,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9747","OM","Oman",NA,1973,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9748","OM","Oman",NA,1972,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9749","OM","Oman",NA,1971,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9750","OM","Oman",NA,1970,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9751","OM","Oman",NA,1969,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9752","OM","Oman",NA,1968,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9753","OM","Oman",NA,1967,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9754","OM","Oman",NA,1966,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9755","OM","Oman",NA,1965,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9756","OM","Oman",NA,1964,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9757","OM","Oman",NA,1963,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9758","OM","Oman",NA,1962,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9759","OM","Oman",NA,1961,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9760","OM","Oman",NA,1960,"OMN","Middle East & North Africa","Muscat","58.5874","23.6105","High income","Not classified"
"9761","PA","Panama",NA,2020,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9762","PA","Panama",63.62841477,2019,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9763","PA","Panama",61.80553132,2018,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9764","PA","Panama",59.9506309,2017,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9765","PA","Panama",54,2016,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9766","PA","Panama",51.20542499,2015,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9767","PA","Panama",44.92,2014,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9768","PA","Panama",44.03,2013,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9769","PA","Panama",40.30189522,2012,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9770","PA","Panama",42.7,2011,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9771","PA","Panama",40.1,2010,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9772","PA","Panama",39.08,2009,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9773","PA","Panama",33.82,2008,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9774","PA","Panama",22.29,2007,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9775","PA","Panama",17.34956617,2006,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9776","PA","Panama",11.48400928,2005,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9777","PA","Panama",11.14086254,2004,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9778","PA","Panama",9.987424077,2003,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9779","PA","Panama",8.518077815,2002,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9780","PA","Panama",7.268399878,2001,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9781","PA","Panama",6.554796477,2000,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9782","PA","Panama",3.836864509,1999,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9783","PA","Panama",2.750648071,1998,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9784","PA","Panama",0.539065541,1997,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9785","PA","Panama",0.219998526,1996,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9786","PA","Panama",0.056123043,1995,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9787","PA","Panama",0.007636899,1994,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9788","PA","Panama",0,1993,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9789","PA","Panama",0,1992,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9790","PA","Panama",0,1991,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9791","PA","Panama",0,1990,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9792","PA","Panama",NA,1989,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9793","PA","Panama",NA,1988,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9794","PA","Panama",NA,1987,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9795","PA","Panama",NA,1986,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9796","PA","Panama",NA,1985,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9797","PA","Panama",NA,1984,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9798","PA","Panama",NA,1983,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9799","PA","Panama",NA,1982,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9800","PA","Panama",NA,1981,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9801","PA","Panama",NA,1980,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9802","PA","Panama",NA,1979,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9803","PA","Panama",NA,1978,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9804","PA","Panama",NA,1977,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9805","PA","Panama",NA,1976,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9806","PA","Panama",NA,1975,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9807","PA","Panama",NA,1974,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9808","PA","Panama",NA,1973,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9809","PA","Panama",NA,1972,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9810","PA","Panama",NA,1971,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9811","PA","Panama",NA,1970,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9812","PA","Panama",NA,1969,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9813","PA","Panama",NA,1968,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9814","PA","Panama",NA,1967,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9815","PA","Panama",NA,1966,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9816","PA","Panama",NA,1965,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9817","PA","Panama",NA,1964,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9818","PA","Panama",NA,1963,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9819","PA","Panama",NA,1962,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9820","PA","Panama",NA,1961,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9821","PA","Panama",NA,1960,"PAN","Latin America & Caribbean","Panama City","-79.5188","8.99427","High income","IBRD"
"9822","PE","Peru",NA,2020,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9823","PE","Peru",59.9505036,2019,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9824","PE","Peru",55.05433424,2018,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9825","PE","Peru",50.45041218,2017,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9826","PE","Peru",45.46174069,2016,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9827","PE","Peru",40.85260091,2015,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9828","PE","Peru",40.2,2014,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9829","PE","Peru",39.2,2013,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9830","PE","Peru",38.2,2012,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9831","PE","Peru",36.01,2011,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9832","PE","Peru",34.77,2010,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9833","PE","Peru",31.4,2009,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9834","PE","Peru",30.57,2008,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9835","PE","Peru",25.2,2007,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9836","PE","Peru",20.7,2006,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9837","PE","Peru",17.1,2005,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9838","PE","Peru",14.1,2004,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9839","PE","Peru",11.6,2003,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9840","PE","Peru",8.96694917,2002,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9841","PE","Peru",7.578762957,2001,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9842","PE","Peru",3.076430611,2000,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9843","PE","Peru",1.952497608,1999,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9844","PE","Peru",1.19038044,1998,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9845","PE","Peru",0.403429701,1997,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9846","PE","Peru",0.24623258,1996,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9847","PE","Peru",0.033412305,1995,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9848","PE","Peru",0.008504578,1994,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9849","PE","Peru",0,1993,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9850","PE","Peru",0,1992,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9851","PE","Peru",0,1991,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9852","PE","Peru",0,1990,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9853","PE","Peru",NA,1989,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9854","PE","Peru",NA,1988,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9855","PE","Peru",NA,1987,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9856","PE","Peru",NA,1986,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9857","PE","Peru",NA,1985,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9858","PE","Peru",NA,1984,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9859","PE","Peru",NA,1983,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9860","PE","Peru",NA,1982,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9861","PE","Peru",NA,1981,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9862","PE","Peru",NA,1980,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9863","PE","Peru",NA,1979,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9864","PE","Peru",NA,1978,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9865","PE","Peru",NA,1977,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9866","PE","Peru",NA,1976,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9867","PE","Peru",NA,1975,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9868","PE","Peru",NA,1974,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9869","PE","Peru",NA,1973,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9870","PE","Peru",NA,1972,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9871","PE","Peru",NA,1971,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9872","PE","Peru",NA,1970,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9873","PE","Peru",NA,1969,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9874","PE","Peru",NA,1968,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9875","PE","Peru",NA,1967,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9876","PE","Peru",NA,1966,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9877","PE","Peru",NA,1965,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9878","PE","Peru",NA,1964,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9879","PE","Peru",NA,1963,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9880","PE","Peru",NA,1962,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9881","PE","Peru",NA,1961,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9882","PE","Peru",NA,1960,"PER","Latin America & Caribbean","Lima","-77.0465","-12.0931","Upper middle income","IBRD"
"9883","PF","French Polynesia",60.68,2014,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9884","PF","French Polynesia",49,2011,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9885","PF","French Polynesia",49,2010,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9886","PF","French Polynesia",56.8,2013,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9887","PF","French Polynesia",52.87663059,2012,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9888","PF","French Polynesia",NA,2020,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9889","PF","French Polynesia",NA,2019,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9890","PF","French Polynesia",NA,2018,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9891","PF","French Polynesia",72.70389531,2017,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9892","PF","French Polynesia",68.44041949,2016,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9893","PF","French Polynesia",64.56020975,2015,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9894","PF","French Polynesia",NA,1989,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9895","PF","French Polynesia",NA,1988,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9896","PF","French Polynesia",NA,1987,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9897","PF","French Polynesia",NA,1986,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9898","PF","French Polynesia",NA,1985,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9899","PF","French Polynesia",NA,1984,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9900","PF","French Polynesia",NA,1983,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9901","PF","French Polynesia",NA,1982,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9902","PF","French Polynesia",NA,1981,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9903","PF","French Polynesia",NA,1980,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9904","PF","French Polynesia",NA,1979,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9905","PF","French Polynesia",NA,1978,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9906","PF","French Polynesia",NA,1977,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9907","PF","French Polynesia",NA,1976,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9908","PF","French Polynesia",NA,1975,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9909","PF","French Polynesia",NA,1974,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9910","PF","French Polynesia",NA,1973,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9911","PF","French Polynesia",NA,1972,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9912","PF","French Polynesia",NA,1971,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9913","PF","French Polynesia",NA,1970,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9914","PF","French Polynesia",44.6,2009,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9915","PF","French Polynesia",33.87,2008,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9916","PF","French Polynesia",28.59,2007,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9917","PF","French Polynesia",25.10796425,2006,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9918","PF","French Polynesia",21.54218547,2005,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9919","PF","French Polynesia",17.88453743,2004,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9920","PF","French Polynesia",14.12429379,2003,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9921","PF","French Polynesia",8.200216486,2002,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9922","PF","French Polynesia",6.251588946,2001,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9923","PF","French Polynesia",6.357063545,2000,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9924","PF","French Polynesia",3.448900232,1999,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9925","PF","French Polynesia",1.316164696,1998,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9926","PF","French Polynesia",0.21438525,1997,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9927","PF","French Polynesia",0.090971944,1996,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9928","PF","French Polynesia",0,1995,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9929","PF","French Polynesia",0,1994,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9930","PF","French Polynesia",0,1993,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9931","PF","French Polynesia",0,1992,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9932","PF","French Polynesia",0,1991,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9933","PF","French Polynesia",0,1990,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9934","PF","French Polynesia",NA,1963,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9935","PF","French Polynesia",NA,1962,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9936","PF","French Polynesia",NA,1961,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9937","PF","French Polynesia",NA,1960,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
"9938","PF","French Polynesia",NA,1968,"PYF","East Asia & Pacific","Papeete","-149.57","-17.535","High income","Not classified"
