"","iso2c","country","year","birth","inf_mortality","life_exp","iso3c","region","capital","longitude","latitude","income","lending"
"2853","LU","Luxembourg",1999,13,4.1,77.7707317073171,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2854","LU","Luxembourg",2000,13.1,3.9,77.8731707317073,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2855","LU","Luxembourg",1998,12.7,4.3,77.0170731707317,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2856","LU","Luxembourg",2003,11.7,3.3,77.7268292682927,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2857","LU","Luxembourg",2004,11.9,3.1,79.1219512195122,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2858","LU","Luxembourg",2001,12.4,3.7,77.8243902439025,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2859","LU","Luxembourg",2002,12,3.5,77.9658536585366,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2860","LU","Luxembourg",2011,10.9,2.4,80.9878048780488,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2861","LU","Luxembourg",2012,11.3,2.4,81.3926829268293,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2862","LU","Luxembourg",2013,11.3,2.4,81.8,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2863","LU","Luxembourg",2014,10.9,2.4,82.2292682926829,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2864","LU","Luxembourg",2015,10.7,2.4,82.2926829268293,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2865","LU","Luxembourg",2016,10.4,2.4,82.6853658536585,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2866","LU","Luxembourg",2017,10.4,2.3,82.0951219512195,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2867","LU","Luxembourg",2018,10.3,2.3,82.2951219512195,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2868","LU","Luxembourg",2019,10,2.2,82.4463414634146,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2869","LU","Luxembourg",2020,NA,NA,NA,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2870","LU","Luxembourg",2007,11.4,2.7,79.3829268292683,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2871","LU","Luxembourg",2008,11.5,2.6,80.5390243902439,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2872","LU","Luxembourg",2009,11.3,2.5,80.6365853658537,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2873","LU","Luxembourg",2010,11.6,2.5,80.6317073170732,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2874","LU","Luxembourg",2006,11.7,2.8,79.2878048780488,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2875","LU","Luxembourg",2005,11.5,3,79.4317073170732,"LUX","Europe & Central Asia","Luxembourg","6.1296","49.61","High income","Not classified"
"2876","LV","Latvia",2003,9.2,9.7,71.2658536585366,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2877","LV","Latvia",2004,9.1,9.2,72.0268292682927,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2878","LV","Latvia",2002,8.7,10.2,70.9609756097561,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2879","LV","Latvia",2007,10.9,7.7,71.019512195122,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2880","LV","Latvia",2008,11.2,7.3,72.419512195122,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2881","LV","Latvia",2005,9.8,8.6,71.3560975609756,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2882","LV","Latvia",2006,10.3,8.1,70.8658536585366,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2883","LV","Latvia",1998,7.6,13.4,69.0121951219512,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2884","LV","Latvia",1999,8.1,12.4,69.7429268292683,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2885","LV","Latvia",2000,8.6,11.5,70.3146341463415,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2886","LV","Latvia",2001,8.4,10.8,70.7609756097561,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2887","LV","Latvia",2015,11.1,4.2,74.4804878048781,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2888","LV","Latvia",2016,11.2,3.9,74.580487804878,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2889","LV","Latvia",2017,10.7,3.6,74.6292682926829,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2890","LV","Latvia",2018,10,3.3,74.7829268292683,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2891","LV","Latvia",2019,9.8,3.1,75.2390243902439,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2892","LV","Latvia",2020,NA,NA,NA,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2893","LV","Latvia",2012,9.8,5.6,73.7780487804878,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2894","LV","Latvia",2009,10.3,7,73.0804878048781,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2895","LV","Latvia",2010,9.4,6.5,73.4829268292683,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2896","LV","Latvia",2011,9.1,6.1,73.5756097560976,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2897","LV","Latvia",2013,10.2,5.1,73.9829268292683,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2898","LV","Latvia",2014,10.9,4.6,74.1243902439024,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"2899","LY","Libya",1998,22.435,25.6,70.522,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2900","LY","Libya",2004,21.256,20.9,71.693,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2901","LY","Libya",2005,21.363,19.8,71.902,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2902","LY","Libya",2006,21.511,18.6,72.063,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2903","LY","Libya",2007,21.672,17.3,72.155,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2904","LY","Libya",2008,21.816,16.1,72.174,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2905","LY","Libya",2009,21.912,15.1,72.129,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2906","LY","Libya",2010,21.928,14.2,72.044,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2907","LY","Libya",2011,21.837,13.9,71.956,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2908","LY","Libya",2012,21.638,12.9,71.901,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2909","LY","Libya",2013,21.336,12.4,71.907,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2910","LY","Libya",2014,20.94,11.8,71.981,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2911","LY","Libya",2015,20.465,11.4,72.121,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2912","LY","Libya",2016,19.935,11,72.311,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2913","LY","Libya",2017,19.38,10.6,72.52,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2914","LY","Libya",2018,18.829,10.2,72.724,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2915","LY","Libya",2019,18.3,9.9,72.913,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2916","LY","Libya",2020,NA,NA,NA,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2917","LY","Libya",2002,21.246,22.7,71.244,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2918","LY","Libya",1999,21.982,24.9,70.684,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2919","LY","Libya",2000,21.626,24.1,70.852,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2920","LY","Libya",2001,21.381,23.4,71.038,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2921","LY","Libya",2003,21.211,21.9,71.466,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"2922","MA","Morocco",1998,23.085,45.3,67.86,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2923","MA","Morocco",2000,22.236,41.7,68.684,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2924","MA","Morocco",2001,21.953,40,69.193,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2925","MA","Morocco",2002,21.727,38.4,69.769,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2926","MA","Morocco",1999,22.607,43.5,68.245,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2927","MA","Morocco",2008,21.105,29.8,73.546,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2928","MA","Morocco",2009,21.158,28.5,74.003,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2929","MA","Morocco",2010,21.21,27.3,74.382,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2930","MA","Morocco",2011,21.214,26.1,74.696,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2931","MA","Morocco",2012,21.139,24.9,74.97,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2932","MA","Morocco",2013,20.964,23.8,75.227,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2933","MA","Morocco",2014,20.684,22.7,75.477,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2934","MA","Morocco",2015,20.31,21.7,75.726,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2935","MA","Morocco",2003,21.533,36.8,70.399,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2936","MA","Morocco",2004,21.361,35.3,71.067,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2937","MA","Morocco",2005,21.218,33.9,71.746,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2938","MA","Morocco",2006,21.123,32.4,72.403,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2939","MA","Morocco",2007,21.086,31.1,73.009,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2940","MA","Morocco",2020,NA,NA,NA,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2941","MA","Morocco",2016,19.868,20.7,75.974,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2942","MA","Morocco",2017,19.399,19.9,76.218,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2943","MA","Morocco",2018,18.937,19.1,76.453,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2944","MA","Morocco",2019,18.5,18.3,76.68,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"2945","MC","Monaco",2000,NA,4.2,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2946","MC","Monaco",2001,NA,4.1,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2947","MC","Monaco",2002,NA,4,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2948","MC","Monaco",2003,NA,3.8,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2949","MC","Monaco",2004,25,3.7,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2950","MC","Monaco",2005,NA,3.6,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2951","MC","Monaco",2006,NA,3.6,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2952","MC","Monaco",2007,NA,3.5,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2953","MC","Monaco",1999,NA,4.4,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2954","MC","Monaco",2013,NA,3,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2955","MC","Monaco",2014,NA,3,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2956","MC","Monaco",2015,8.1,2.9,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2957","MC","Monaco",2016,7.8,2.8,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2958","MC","Monaco",2017,NA,2.7,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2959","MC","Monaco",2018,5.9,2.6,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2960","MC","Monaco",2019,NA,2.5,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2961","MC","Monaco",2020,NA,NA,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2962","MC","Monaco",2008,NA,3.4,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2963","MC","Monaco",2009,NA,3.3,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2964","MC","Monaco",2010,NA,3.3,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2965","MC","Monaco",2011,NA,3.2,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2966","MC","Monaco",2012,NA,3.1,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2967","MC","Monaco",1998,NA,4.5,NA,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"2968","MD","Moldova",2004,10.263,18,67.665,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2969","MD","Moldova",2005,10.345,16.8,67.82,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2970","MD","Moldova",2006,10.51,16,68.022,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2971","MD","Moldova",2007,10.704,15.5,68.302,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2972","MD","Moldova",2008,10.878,15.2,68.671,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2973","MD","Moldova",2009,11.003,14.9,69.119,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2974","MD","Moldova",2010,11.062,14.7,69.616,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2975","MD","Moldova",1998,12.426,29.9,66.752,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2976","MD","Moldova",1999,11.847,28.2,66.852,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2977","MD","Moldova",2000,11.298,26.1,67.006,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2978","MD","Moldova",2001,10.832,23.7,67.185,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2979","MD","Moldova",2002,10.494,21.5,67.362,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2980","MD","Moldova",2003,10.305,19.5,67.521,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2981","MD","Moldova",2017,10.274,12.9,71.717,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2982","MD","Moldova",2018,10.1,12.6,71.808,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2983","MD","Moldova",2019,9.93,12.4,71.901,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2984","MD","Moldova",2020,NA,NA,NA,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2985","MD","Moldova",2011,11.049,14.4,70.119,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2986","MD","Moldova",2012,10.984,14.2,70.581,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2987","MD","Moldova",2013,10.886,13.9,70.968,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2988","MD","Moldova",2014,10.759,13.7,71.267,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2989","MD","Moldova",2015,10.609,13.4,71.478,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2990","MD","Moldova",2016,10.445,13.1,71.617,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"2991","ME","Montenegro",2000,13.688,12.6,73.228,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2992","ME","Montenegro",2001,13.584,12.2,73.233,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2993","ME","Montenegro",1998,14.029,13.3,73.416,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2994","ME","Montenegro",1999,13.836,13,73.287,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2995","ME","Montenegro",2008,12.93,7.2,74.43,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2996","ME","Montenegro",2009,12.729,6.5,74.784,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2997","ME","Montenegro",2010,12.513,5.8,75.151,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2998","ME","Montenegro",2011,12.305,5.2,75.505,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"2999","ME","Montenegro",2012,12.125,4.6,75.823,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3000","ME","Montenegro",2013,11.987,4,76.089,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3001","ME","Montenegro",2014,11.893,3.6,76.297,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3002","ME","Montenegro",2002,13.511,11.6,73.285,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3003","ME","Montenegro",2003,13.453,10.9,73.37,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3004","ME","Montenegro",2004,13.4,10.2,73.486,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3005","ME","Montenegro",2005,13.333,9.5,73.642,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3006","ME","Montenegro",2006,13.235,8.7,73.85,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3007","ME","Montenegro",2007,13.1,7.9,74.115,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3008","ME","Montenegro",2016,11.804,2.8,76.568,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3009","ME","Montenegro",2017,11.775,2.5,76.667,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3010","ME","Montenegro",2018,11.732,2.2,76.77,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3011","ME","Montenegro",2015,11.837,3.1,76.452,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3012","ME","Montenegro",2020,NA,NA,NA,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3013","ME","Montenegro",2019,11.671,2,76.884,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"3014","MF","St. Martin (French part)",1999,17.6,NA,76.6731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3015","MF","St. Martin (French part)",2000,17.4,NA,76.8731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3016","MF","St. Martin (French part)",1998,17.9,NA,76.4731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3017","MF","St. Martin (French part)",2003,17.3,NA,77.3731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3018","MF","St. Martin (French part)",2004,17.4,NA,77.5219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3019","MF","St. Martin (French part)",2001,17.3,NA,76.9731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3020","MF","St. Martin (French part)",2002,17.3,NA,77.1731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3021","MF","St. Martin (French part)",2009,17,NA,78.3731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3022","MF","St. Martin (French part)",2010,16.8,NA,78.5219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3023","MF","St. Martin (French part)",2011,16.6,NA,78.7219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3024","MF","St. Martin (French part)",2012,16.3,NA,78.8731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3025","MF","St. Martin (French part)",2013,16,NA,79.0219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3026","MF","St. Martin (French part)",2014,15.7,NA,79.1731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3027","MF","St. Martin (French part)",2015,15.5,NA,79.3219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3028","MF","St. Martin (French part)",2016,15.2,NA,79.5219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3029","MF","St. Martin (French part)",2017,15,NA,79.6219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3030","MF","St. Martin (French part)",2018,14.7,NA,79.8219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3031","MF","St. Martin (French part)",2019,14.5,NA,79.9731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3032","MF","St. Martin (French part)",2020,NA,NA,NA,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3033","MF","St. Martin (French part)",2007,17.3,NA,78.0219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3034","MF","St. Martin (French part)",2008,17.2,NA,78.2219512195122,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3035","MF","St. Martin (French part)",2005,17.4,NA,77.6731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3036","MF","St. Martin (French part)",2006,17.4,NA,77.8731707317073,"MAF","Latin America & Caribbean","Marigot","","","High income","Not classified"
"3037","MG","Madagascar",2000,41.275,68.2,58.485,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3038","MG","Madagascar",2003,39.206,60.3,60.256,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3039","MG","Madagascar",2004,38.547,57.9,60.752,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3040","MG","Madagascar",2001,40.591,65.4,59.129,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3041","MG","Madagascar",2002,39.893,62.8,59.717,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3042","MG","Madagascar",2007,36.769,51.6,62.079,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3043","MG","Madagascar",2008,36.222,49.8,62.509,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3044","MG","Madagascar",2005,37.923,55.7,61.212,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3045","MG","Madagascar",2006,37.334,53.6,61.65,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3046","MG","Madagascar",1998,42.498,74.1,57.028,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3047","MG","Madagascar",1999,41.918,71.1,57.782,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3048","MG","Madagascar",2013,33.989,42.8,64.713,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3049","MG","Madagascar",2014,33.673,41.7,65.133,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3050","MG","Madagascar",2015,33.392,40.7,65.539,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3051","MG","Madagascar",2016,33.138,39.6,65.931,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3052","MG","Madagascar",2017,32.897,38.5,66.311,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
"3053","MG","Madagascar",2018,32.657,37.5,66.681,"MDG","Sub-Saharan Africa","Antananarivo","45.7167","-20.4667","Low income","IDA"
